P_G2_MW,P_G3_MW
28.294,129.732
28.294,130.936
28.294,131.538
28.294,132.742
28.294,133.344
28.294,134.548
28.294,135.151
28.294,136.355
28.294,136.957
28.294,138.763
28.294,139.365
28.294,140.569
28.294,141.171
28.294,142.375
28.294,142.977
28.294,144.783
28.294,145.385
28.294,146.589
28.294,147.191
28.294,148.395
28.294,148.997
28.294,150.201
28.294,150.803
28.294,152.007
28.294,152.609
28.294,154.415
28.294,155.017
28.294,155.619
28.595,9.933
28.595,10.234
28.595,10.535
28.595,10.836
28.595,11.137
28.595,11.739
28.595,12.04
28.595,12.341
28.595,12.642
28.595,12.943
28.595,13.244
28.595,13.545
28.595,14.147
28.595,14.448
28.595,14.749
28.595,15.05
28.595,15.351
28.595,15.953
28.595,16.254
28.595,16.555
28.595,16.856
28.595,17.157
28.595,17.759
28.595,18.06
28.595,18.361
28.595,128.528
28.595,128.829
28.595,129.13
28.595,129.732
28.595,130.033
28.595,130.334
28.595,130.635
28.595,130.936
28.595,131.538
28.595,131.839
28.595,132.14
28.595,132.441
28.595,132.742
28.595,133.344
28.595,133.646
28.595,133.946
28.595,134.248
28.595,134.548
28.595,135.151
28.595,135.452
28.595,135.752
28.595,136.054
28.595,136.355
28.595,136.957
28.595,137.258
28.595,137.559
28.595,137.86
28.595,138.161
28.595,138.462
28.595,138.763
28.595,139.365
28.595,139.666
28.595,139.967
28.595,140.268
28.595,140.569
28.595,141.171
28.595,141.472
28.595,141.773
28.595,142.074
28.595,142.375
28.595,142.977
28.595,143.278
28.595,143.579
28.595,143.88
28.595,144.181
28.595,144.482
28.595,144.783
28.595,145.385
28.595,145.686
28.595,145.987
28.595,146.288
28.595,146.589
28.595,147.191
28.595,147.492
28.595,147.793
28.595,148.094
28.595,148.395
28.595,148.997
28.595,149.298
28.595,149.599
28.595,149.9
28.595,150.201
28.595,150.803
28.595,151.104
28.595,151.405
28.595,151.706
28.595,152.007
28.595,152.609
28.595,152.91
28.595,153.211
28.595,153.512
28.595,153.813
28.595,154.114
28.595,154.415
28.595,155.017
28.595,155.318
28.595,155.619
29.197,9.933
29.197,10.234
29.197,10.535
29.197,10.836
29.197,11.137
29.197,11.739
29.197,12.04
29.197,12.341
29.197,12.642
29.197,12.943
29.197,13.244
29.197,13.545
29.197,14.147
29.197,14.448
29.197,14.749
29.197,15.05
29.197,15.351
29.197,15.953
29.197,16.254
29.197,16.555
29.197,16.856
29.197,17.157
29.197,128.528
29.197,128.829
29.197,129.13
29.197,129.732
29.197,130.033
29.197,130.334
29.197,130.635
29.197,130.936
29.197,131.538
29.197,131.839
29.197,132.14
29.197,132.441
29.197,132.742
29.197,133.344
29.197,133.646
29.197,133.946
29.197,134.248
29.197,134.548
29.197,135.151
29.197,135.452
29.197,135.752
29.197,136.054
29.197,136.355
29.197,136.957
29.197,137.258
29.197,137.559
29.197,137.86
29.197,138.161
29.197,138.462
29.197,138.763
29.197,139.365
29.197,139.666
29.197,139.967
29.197,140.268
29.197,140.569
29.197,141.171
29.197,141.472
29.197,141.773
29.197,142.074
29.197,142.375
29.197,142.977
29.197,143.278
29.197,143.579
29.197,143.88
29.197,144.181
29.197,144.482
29.197,144.783
29.197,145.385
29.197,145.686
29.197,145.987
29.197,146.288
29.197,146.589
29.197,147.191
29.197,147.492
29.197,147.793
29.197,148.094
29.197,148.395
29.197,148.997
29.197,149.298
29.197,149.599
29.197,149.9
29.197,150.201
29.197,150.803
29.197,151.104
29.197,151.405
29.197,151.706
29.197,152.007
29.197,152.609
29.197,152.91
29.197,153.211
29.197,153.512
29.197,153.813
29.197,154.114
29.197,154.415
29.498,9.933
29.498,11.137
29.498,11.739
29.498,13.545
29.498,14.147
29.498,15.351
29.498,15.953
29.498,17.157
29.498,128.528
29.498,129.13
29.498,129.732
29.498,130.936
29.498,131.538
29.498,132.742
29.498,133.344
29.498,134.548
29.498,135.151
29.498,136.355
29.498,136.957
29.498,138.763
29.498,139.365
29.498,140.569
29.498,141.171
29.498,142.375
29.498,142.977
29.498,144.783
29.498,145.385
29.498,146.589
29.498,147.191
29.498,148.395
29.498,148.997
29.498,150.201
29.498,150.803
29.498,152.007
29.498,152.609
29.498,154.415
29.799,9.933
29.799,11.137
29.799,11.739
29.799,13.545
29.799,14.147
29.799,15.351
29.799,15.953
29.799,16.555
29.799,16.856
29.799,17.157
29.799,128.528
29.799,128.829
29.799,129.13
29.799,129.732
29.799,130.936
29.799,131.538
29.799,132.742
29.799,133.344
29.799,134.548
29.799,135.151
29.799,136.355
29.799,136.957
29.799,138.763
29.799,139.365
29.799,140.569
29.799,141.171
29.799,142.375
29.799,142.977
29.799,144.783
29.799,145.385
29.799,146.589
29.799,147.191
29.799,148.395
29.799,148.997
29.799,150.201
29.799,150.803
29.799,152.007
29.799,152.609
29.799,153.813
29.799,154.114
29.799,154.415
30.1,9.933
30.1,11.137
30.1,11.739
30.1,13.545
30.1,14.147
30.1,15.351
30.1,15.953
30.1,16.555
30.1,129.732
30.1,130.936
30.1,131.538
30.1,132.742
30.1,133.344
30.1,134.548
30.1,135.151
30.1,136.355
30.1,136.957
30.1,138.763
30.1,139.365
30.1,140.569
30.1,141.171
30.1,142.375
30.1,142.977
30.1,144.783
30.1,145.385
30.1,146.589
30.1,147.191
30.1,148.395
30.1,148.997
30.1,150.201
30.1,150.803
30.1,152.007
30.1,152.609
30.1,153.813
30.401,9.933
30.401,10.234
30.401,10.535
30.401,10.836
30.401,11.137
30.401,11.739
30.401,12.04
30.401,12.341
30.401,12.642
30.401,12.943
30.401,13.244
30.401,13.545
30.401,14.147
30.401,14.448
30.401,14.749
30.401,15.05
30.401,15.351
30.401,15.953
30.401,16.254
30.401,16.555
30.401,129.732
30.401,130.033
30.401,130.334
30.401,130.635
30.401,130.936
30.401,131.538
30.401,131.839
30.401,132.14
30.401,132.441
30.401,132.742
30.401,133.344
30.401,133.646
30.401,133.946
30.401,134.248
30.401,134.548
30.401,135.151
30.401,135.452
30.401,135.752
30.401,136.054
30.401,136.355
30.401,136.957
30.401,137.258
30.401,137.559
30.401,137.86
30.401,138.161
30.401,138.462
30.401,138.763
30.401,139.365
30.401,139.666
30.401,139.967
30.401,140.268
30.401,140.569
30.401,141.171
30.401,141.472
30.401,141.773
30.401,142.074
30.401,142.375
30.401,142.977
30.401,143.278
30.401,143.579
30.401,143.88
30.401,144.181
30.401,144.482
30.401,144.783
30.401,145.385
30.401,145.686
30.401,145.987
30.401,146.288
30.401,146.589
30.401,147.191
30.401,147.492
30.401,147.793
30.401,148.094
30.401,148.395
30.401,148.997
30.401,149.298
30.401,149.599
30.401,149.9
30.401,150.201
30.401,150.803
30.401,151.104
30.401,151.405
30.401,151.706
30.401,152.007
30.401,152.609
30.401,152.91
30.401,153.211
30.401,153.512
30.401,153.813
31.003,9.933
31.003,10.234
31.003,10.535
31.003,10.836
31.003,11.137
31.003,11.739
31.003,12.04
31.003,12.341
31.003,12.642
31.003,12.943
31.003,13.244
31.003,13.545
31.003,14.147
31.003,14.448
31.003,14.749
31.003,15.05
31.003,15.351
31.003,128.528
31.003,128.829
31.003,129.13
31.003,129.732
31.003,130.033
31.003,130.334
31.003,130.635
31.003,130.936
31.003,131.538
31.003,131.839
31.003,132.14
31.003,132.441
31.003,132.742
31.003,133.344
31.003,133.646
31.003,133.946
31.003,134.248
31.003,134.548
31.003,135.151
31.003,135.452
31.003,135.752
31.003,136.054
31.003,136.355
31.003,136.957
31.003,137.258
31.003,137.559
31.003,137.86
31.003,138.161
31.003,138.462
31.003,138.763
31.003,139.365
31.003,139.666
31.003,139.967
31.003,140.268
31.003,140.569
31.003,141.171
31.003,141.472
31.003,141.773
31.003,142.074
31.003,142.375
31.003,142.977
31.003,143.278
31.003,143.579
31.003,143.88
31.003,144.181
31.003,144.482
31.003,144.783
31.003,145.385
31.003,145.686
31.003,145.987
31.003,146.288
31.003,146.589
31.003,147.191
31.003,147.492
31.003,147.793
31.003,148.094
31.003,148.395
31.003,148.997
31.003,149.298
31.003,149.599
31.003,149.9
31.003,150.201
31.003,150.803
31.003,151.104
31.003,151.405
31.003,151.706
31.003,152.007
31.003,152.609
31.003,152.91
31.003,153.211
31.304,9.933
31.304,11.137
31.304,11.739
31.304,13.545
31.304,14.147
31.304,15.351
31.304,128.528
31.304,129.13
31.304,129.732
31.304,130.936
31.304,131.538
31.304,132.742
31.304,133.344
31.304,134.548
31.304,135.151
31.304,136.355
31.304,136.957
31.304,138.763
31.304,139.365
31.304,140.569
31.304,141.171
31.304,142.375
31.304,142.977
31.304,144.783
31.304,145.385
31.304,146.589
31.304,147.191
31.304,148.395
31.304,148.997
31.304,150.201
31.304,150.803
31.304,152.007
31.304,152.609
31.304,153.211
31.605,9.933
31.605,10.234
31.605,10.535
31.605,10.836
31.605,11.137
31.605,11.739
31.605,12.04
31.605,12.341
31.605,12.642
31.605,12.943
31.605,13.244
31.605,13.545
31.605,14.147
31.605,14.448
31.605,14.749
31.605,15.05
31.605,15.351
31.605,128.528
31.605,128.829
31.605,129.13
31.605,129.732
31.605,130.033
31.605,130.334
31.605,130.635
31.605,130.936
31.605,131.538
31.605,131.839
31.605,132.14
31.605,132.441
31.605,132.742
31.605,133.344
31.605,133.646
31.605,133.946
31.605,134.248
31.605,134.548
31.605,135.151
31.605,135.452
31.605,135.752
31.605,136.054
31.605,136.355
31.605,136.957
31.605,137.258
31.605,137.559
31.605,137.86
31.605,138.161
31.605,138.462
31.605,138.763
31.605,139.365
31.605,139.666
31.605,139.967
31.605,140.268
31.605,140.569
31.605,141.171
31.605,141.472
31.605,141.773
31.605,142.074
31.605,142.375
31.605,142.977
31.605,143.278
31.605,143.579
31.605,143.88
31.605,144.181
31.605,144.482
31.605,144.783
31.605,145.385
31.605,145.686
31.605,145.987
31.605,146.288
31.605,146.589
31.605,147.191
31.605,147.492
31.605,147.793
31.605,148.094
31.605,148.395
31.605,148.997
31.605,149.298
31.605,149.599
31.605,149.9
31.605,150.201
31.605,150.803
31.605,151.104
31.605,151.405
31.605,151.706
31.605,152.007
31.605,152.609
31.605,152.91
31.605,153.211
32.207,9.933
32.207,10.234
32.207,10.535
32.207,10.836
32.207,11.137
32.207,11.739
32.207,12.04
32.207,12.341
32.207,12.642
32.207,12.943
32.207,13.244
32.207,13.545
32.207,14.147
32.207,14.448
32.207,14.749
32.207,128.528
32.207,128.829
32.207,129.13
32.207,129.732
32.207,130.033
32.207,130.334
32.207,130.635
32.207,130.936
32.207,131.538
32.207,131.839
32.207,132.14
32.207,132.441
32.207,132.742
32.207,133.344
32.207,133.646
32.207,133.946
32.207,134.248
32.207,134.548
32.207,135.151
32.207,135.452
32.207,135.752
32.207,136.054
32.207,136.355
32.207,136.957
32.207,137.258
32.207,137.559
32.207,137.86
32.207,138.161
32.207,138.462
32.207,138.763
32.207,139.365
32.207,139.666
32.207,139.967
32.207,140.268
32.207,140.569
32.207,141.171
32.207,141.472
32.207,141.773
32.207,142.074
32.207,142.375
32.207,142.977
32.207,143.278
32.207,143.579
32.207,143.88
32.207,144.181
32.207,144.482
32.207,144.783
32.207,145.385
32.207,145.686
32.207,145.987
32.207,146.288
32.207,146.589
32.207,147.191
32.207,147.492
32.207,147.793
32.207,148.094
32.207,148.395
32.207,148.997
32.207,149.298
32.207,149.599
32.207,149.9
32.207,150.201
32.207,150.803
32.207,151.104
32.207,151.405
32.508,9.933
32.508,11.137
32.508,11.739
32.508,13.545
32.508,14.147
32.508,14.749
32.508,128.528
32.508,129.13
32.508,129.732
32.508,130.936
32.508,131.538
32.508,132.742
32.508,133.344
32.508,134.548
32.508,135.151
32.508,136.355
32.508,136.957
32.508,138.763
32.508,139.365
32.508,140.569
32.508,141.171
32.508,142.375
32.508,142.977
32.508,144.783
32.508,145.385
32.508,146.589
32.508,147.191
32.508,148.395
32.508,148.997
32.508,150.201
32.508,150.803
32.508,151.405
32.809,9.933
32.809,11.137
32.809,11.739
32.809,13.545
32.809,14.147
32.809,14.448
32.809,14.749
32.809,128.528
32.809,129.13
32.809,129.732
32.809,130.936
32.809,131.538
32.809,132.742
32.809,133.344
32.809,134.548
32.809,135.151
32.809,136.355
32.809,136.957
32.809,138.763
32.809,139.365
32.809,140.569
32.809,141.171
32.809,142.375
32.809,142.977
32.809,144.783
32.809,145.385
32.809,146.589
32.809,147.191
32.809,148.395
32.809,148.997
32.809,150.201
32.809,150.803
32.809,151.104
32.809,151.405
33.11,9.933
33.11,11.137
33.11,11.739
33.11,13.545
33.11,128.528
33.11,129.13
33.11,129.732
33.11,130.936
33.11,131.538
33.11,132.742
33.11,133.344
33.11,134.548
33.11,135.151
33.11,136.355
33.11,136.957
33.11,138.763
33.11,139.365
33.11,140.569
33.11,141.171
33.11,142.375
33.11,142.977
33.11,144.783
33.11,145.385
33.11,146.589
33.11,147.191
33.11,148.395
33.11,148.997
33.11,150.201
33.411,9.933
33.411,10.234
33.411,10.535
33.411,10.836
33.411,11.137
33.411,11.739
33.411,12.04
33.411,12.341
33.411,12.642
33.411,12.943
33.411,13.244
33.411,13.545
33.411,128.528
33.411,128.829
33.411,129.13
33.411,129.732
33.411,130.033
33.411,130.334
33.411,130.635
33.411,130.936
33.411,131.538
33.411,131.839
33.411,132.14
33.411,132.441
33.411,132.742
33.411,133.344
33.411,133.646
33.411,133.946
33.411,134.248
33.411,134.548
33.411,135.151
33.411,135.452
33.411,135.752
33.411,136.054
33.411,136.355
33.411,136.957
33.411,137.258
33.411,137.559
33.411,137.86
33.411,138.161
33.411,138.462
33.411,138.763
33.411,139.365
33.411,139.666
33.411,139.967
33.411,140.268
33.411,140.569
33.411,141.171
33.411,141.472
33.411,141.773
33.411,142.074
33.411,142.375
33.411,142.977
33.411,143.278
33.411,143.579
33.411,143.88
33.411,144.181
33.411,144.482
33.411,144.783
33.411,145.385
33.411,145.686
33.411,145.987
33.411,146.288
33.411,146.589
33.411,147.191
33.411,147.492
33.411,147.793
33.411,148.094
33.411,148.395
33.411,148.997
33.411,149.298
33.411,149.599
33.411,149.9
33.411,150.201
34.013,9.933
34.013,10.234
34.013,10.535
34.013,10.836
34.013,11.137
34.013,11.739
34.013,12.04
34.013,12.341
34.013,12.642
34.013,12.943
34.013,128.528
34.013,128.829
34.013,129.13
34.013,129.732
34.013,130.033
34.013,130.334
34.013,130.635
34.013,130.936
34.013,131.538
34.013,131.839
34.013,132.14
34.013,132.441
34.013,132.742
34.013,133.344
34.013,133.646
34.013,133.946
34.013,134.248
34.013,134.548
34.013,135.151
34.013,135.452
34.013,135.752
34.013,136.054
34.013,136.355
34.013,136.957
34.013,137.258
34.013,137.559
34.013,137.86
34.013,138.161
34.013,138.462
34.013,138.763
34.013,139.365
34.013,139.666
34.013,139.967
34.013,140.268
34.013,140.569
34.013,141.171
34.013,141.472
34.013,141.773
34.013,142.074
34.013,142.375
34.013,142.977
34.013,143.278
34.013,143.579
34.013,143.88
34.013,144.181
34.013,144.482
34.013,144.783
34.013,145.385
34.013,145.686
34.013,145.987
34.013,146.288
34.013,146.589
34.013,147.191
34.013,147.492
34.013,147.793
34.013,148.094
34.013,148.395
34.013,148.997
34.013,149.298
34.013,149.599
34.013,149.9
34.013,150.201
34.314,9.933
34.314,11.137
34.314,11.739
34.314,12.943
34.314,128.528
34.314,129.13
34.314,129.732
34.314,130.936
34.314,131.538
34.314,132.742
34.314,133.344
34.314,134.548
34.314,135.151
34.314,136.355
34.314,136.957
34.314,138.763
34.314,139.365
34.314,140.569
34.314,141.171
34.314,142.375
34.314,142.977
34.314,144.783
34.314,145.385
34.314,146.589
34.314,147.191
34.314,148.395
34.314,148.997
34.314,150.201
34.615,9.933
34.615,10.234
34.615,10.535
34.615,10.836
34.615,11.137
34.615,11.739
34.615,12.04
34.615,12.341
34.615,12.642
34.615,12.943
34.615,128.528
34.615,128.829
34.615,129.13
34.615,129.732
34.615,130.033
34.615,130.334
34.615,130.635
34.615,130.936
34.615,131.538
34.615,131.839
34.615,132.14
34.615,132.441
34.615,132.742
34.615,133.344
34.615,133.646
34.615,133.946
34.615,134.248
34.615,134.548
34.615,135.151
34.615,135.452
34.615,135.752
34.615,136.054
34.615,136.355
34.615,136.957
34.615,137.258
34.615,137.559
34.615,137.86
34.615,138.161
34.615,138.462
34.615,138.763
34.615,139.365
34.615,139.666
34.615,139.967
34.615,140.268
34.615,140.569
34.615,141.171
34.615,141.472
34.615,141.773
34.615,142.074
34.615,142.375
34.615,142.977
34.615,143.278
34.615,143.579
34.615,143.88
34.615,144.181
34.615,144.482
34.615,144.783
34.615,145.385
34.615,145.686
34.615,145.987
34.615,146.288
34.615,146.589
34.615,147.191
34.615,147.492
34.615,147.793
34.615,148.094
34.615,148.395
34.615,148.997
34.615,149.298
34.615,149.599
34.615,149.9
34.615,150.201
35.217,9.933
35.217,10.234
35.217,10.535
35.217,10.836
35.217,11.137
35.217,11.739
35.217,12.04
35.217,12.341
35.217,128.528
35.217,128.829
35.217,129.13
35.217,129.732
35.217,130.033
35.217,130.334
35.217,130.635
35.217,130.936
35.217,131.538
35.217,131.839
35.217,132.14
35.217,132.441
35.217,132.742
35.217,133.344
35.217,133.646
35.217,133.946
35.217,134.248
35.217,134.548
35.217,135.151
35.217,135.452
35.217,135.752
35.217,136.054
35.217,136.355
35.217,136.957
35.217,137.258
35.217,137.559
35.217,137.86
35.217,138.161
35.217,138.462
35.217,138.763
35.217,139.365
35.217,139.666
35.217,139.967
35.217,140.268
35.217,140.569
35.217,141.171
35.217,141.472
35.217,141.773
35.217,142.074
35.217,142.375
35.217,142.977
35.217,143.278
35.217,143.579
35.217,143.88
35.217,144.181
35.217,144.482
35.217,144.783
35.217,145.385
35.217,145.686
35.217,145.987
35.217,146.288
35.217,146.589
35.217,147.191
35.217,147.492
35.217,147.793
35.217,148.094
35.217,148.395
35.518,9.933
35.518,11.137
35.518,11.739
35.518,12.341
35.518,128.528
35.518,129.13
35.518,129.732
35.518,130.936
35.518,131.538
35.518,132.742
35.518,133.344
35.518,134.548
35.518,135.151
35.518,136.355
35.518,136.957
35.518,138.763
35.518,139.365
35.518,140.569
35.518,141.171
35.518,142.375
35.518,142.977
35.518,144.783
35.518,145.385
35.518,146.589
35.518,147.191
35.518,148.395
35.819,9.933
35.819,11.137
35.819,11.739
35.819,12.04
35.819,12.341
35.819,128.528
35.819,129.13
35.819,129.732
35.819,130.936
35.819,131.538
35.819,132.742
35.819,133.344
35.819,134.548
35.819,135.151
35.819,136.355
35.819,136.957
35.819,138.763
35.819,139.365
35.819,140.569
35.819,141.171
35.819,142.375
35.819,142.977
35.819,144.783
35.819,145.385
35.819,146.589
35.819,147.191
35.819,147.492
35.819,147.793
35.819,148.094
35.819,148.395
36.12,9.933
36.12,11.137
36.12,128.528
36.12,129.13
36.12,129.732
36.12,130.936
36.12,131.538
36.12,132.742
36.12,133.344
36.12,134.548
36.12,135.151
36.12,136.355
36.12,136.957
36.12,138.763
36.12,139.365
36.12,140.569
36.12,141.171
36.12,142.375
36.12,142.977
36.12,144.783
36.12,145.385
36.12,146.589
36.421,9.933
36.421,10.234
36.421,10.535
36.421,10.836
36.421,11.137
36.421,128.528
36.421,128.829
36.421,129.13
36.421,129.732
36.421,130.033
36.421,130.334
36.421,130.635
36.421,130.936
36.421,131.538
36.421,131.839
36.421,132.14
36.421,132.441
36.421,132.742
36.421,133.344
36.421,133.646
36.421,133.946
36.421,134.248
36.421,134.548
36.421,135.151
36.421,135.452
36.421,135.752
36.421,136.054
36.421,136.355
36.421,136.957
36.421,137.258
36.421,137.559
36.421,137.86
36.421,138.161
36.421,138.462
36.421,138.763
36.421,139.365
36.421,139.666
36.421,139.967
36.421,140.268
36.421,140.569
36.421,141.171
36.421,141.472
36.421,141.773
36.421,142.074
36.421,142.375
36.421,142.977
36.421,143.278
36.421,143.579
36.421,143.88
36.421,144.181
36.421,144.482
36.421,144.783
36.421,145.385
36.421,145.686
36.421,145.987
36.421,146.288
36.421,146.589
37.023,9.933
37.023,10.234
37.023,10.535
37.023,127.926
37.023,128.227
37.023,128.528
37.023,128.829
37.023,129.13
37.023,129.732
37.023,130.033
37.023,130.334
37.023,130.635
37.023,130.936
37.023,131.538
37.023,131.839
37.023,132.14
37.023,132.441
37.023,132.742
37.023,133.344
37.023,133.646
37.023,133.946
37.023,134.248
37.023,134.548
37.023,135.151
37.023,135.452
37.023,135.752
37.023,136.054
37.023,136.355
37.023,136.957
37.023,137.258
37.023,137.559
37.023,137.86
37.023,138.161
37.023,138.462
37.023,138.763
37.023,139.365
37.023,139.666
37.023,139.967
37.023,140.268
37.023,140.569
37.023,141.171
37.023,141.472
37.023,141.773
37.023,142.074
37.023,142.375
37.023,142.977
37.023,143.278
37.023,143.579
37.023,143.88
37.023,144.181
37.023,144.482
37.023,144.783
37.023,145.385
37.023,145.686
37.023,145.987
37.324,9.933
37.324,10.535
37.324,127.926
37.324,129.13
37.324,129.732
37.324,130.936
37.324,131.538
37.324,132.742
37.324,133.344
37.324,134.548
37.324,135.151
37.324,136.355
37.324,136.957
37.324,138.763
37.324,139.365
37.324,140.569
37.324,141.171
37.324,142.375
37.324,142.977
37.324,144.783
37.324,145.385
37.324,145.987
37.625,9.933
37.625,10.234
37.625,10.535
37.625,127.926
37.625,129.13
37.625,129.732
37.625,130.936
37.625,131.538
37.625,132.742
37.625,133.344
37.625,134.548
37.625,135.151
37.625,136.355
37.625,136.957
37.625,138.763
37.625,139.365
37.625,140.569
37.625,141.171
37.625,142.375
37.625,142.977
37.625,144.783
37.625,145.385
37.625,145.686
37.625,145.987
37.926,127.926
37.926,129.13
37.926,129.732
37.926,130.936
37.926,131.538
37.926,132.742
37.926,133.344
37.926,134.548
37.926,135.151
37.926,136.355
37.926,136.957
37.926,138.763
37.926,139.365
37.926,140.569
37.926,141.171
37.926,142.375
37.926,142.977
37.926,144.783
38.227,127.926
38.227,128.227
38.227,128.528
38.227,128.829
38.227,129.13
38.227,129.732
38.227,130.033
38.227,130.334
38.227,130.635
38.227,130.936
38.227,131.538
38.227,131.839
38.227,132.14
38.227,132.441
38.227,132.742
38.227,133.344
38.227,133.646
38.227,133.946
38.227,134.248
38.227,134.548
38.227,135.151
38.227,135.452
38.227,135.752
38.227,136.054
38.227,136.355
38.227,136.957
38.227,137.258
38.227,137.559
38.227,137.86
38.227,138.161
38.227,138.462
38.227,138.763
38.227,139.365
38.227,139.666
38.227,139.967
38.227,140.268
38.227,140.569
38.227,141.171
38.227,141.472
38.227,141.773
38.227,142.074
38.227,142.375
38.227,142.977
38.227,143.278
38.227,143.579
38.227,143.88
38.227,144.181
38.227,144.482
38.227,144.783
38.829,127.926
38.829,128.227
38.829,128.528
38.829,128.829
38.829,129.13
38.829,129.732
38.829,130.033
38.829,130.334
38.829,130.635
38.829,130.936
38.829,131.538
38.829,131.839
38.829,132.14
38.829,132.441
38.829,132.742
38.829,133.344
38.829,133.646
38.829,133.946
38.829,134.248
38.829,134.548
38.829,135.151
38.829,135.452
38.829,135.752
38.829,136.054
38.829,136.355
38.829,136.957
38.829,137.258
38.829,137.559
38.829,137.86
38.829,138.161
38.829,138.462
38.829,138.763
38.829,139.365
38.829,139.666
38.829,139.967
38.829,140.268
38.829,140.569
38.829,141.171
38.829,141.472
38.829,141.773
38.829,142.074
38.829,142.375
38.829,142.977
38.829,143.278
38.829,143.579
38.829,143.88
38.829,144.181
39.13,127.926
39.13,129.13
39.13,129.732
39.13,130.936
39.13,131.538
39.13,132.742
39.13,133.344
39.13,134.548
39.13,135.151
39.13,136.355
39.13,136.957
39.13,138.763
39.13,139.365
39.13,140.569
39.13,141.171
39.13,142.375
39.13,142.977
39.13,144.181
39.431,127.926
39.431,128.227
39.431,128.528
39.431,128.829
39.431,129.13
39.431,129.732
39.431,130.033
39.431,130.334
39.431,130.635
39.431,130.936
39.431,131.538
39.431,131.839
39.431,132.14
39.431,132.441
39.431,132.742
39.431,133.344
39.431,133.646
39.431,133.946
39.431,134.248
39.431,134.548
39.431,135.151
39.431,135.452
39.431,135.752
39.431,136.054
39.431,136.355
39.431,136.957
39.431,137.258
39.431,137.559
39.431,137.86
39.431,138.161
39.431,138.462
39.431,138.763
39.431,139.365
39.431,139.666
39.431,139.967
39.431,140.268
39.431,140.569
39.431,141.171
39.431,141.472
39.431,141.773
39.431,142.074
39.431,142.375
39.431,142.977
39.431,143.278
39.431,143.579
39.431,143.88
39.431,144.181
40.033,127.324
40.033,127.625
40.033,127.926
40.033,128.227
40.033,128.528
40.033,128.829
40.033,129.13
40.033,129.732
40.033,130.033
40.033,130.334
40.033,130.635
40.033,130.936
40.033,131.538
40.033,131.839
40.033,132.14
40.033,132.441
40.033,132.742
40.033,133.344
40.033,133.646
40.033,133.946
40.033,134.248
40.033,134.548
40.033,135.151
40.033,135.452
40.033,135.752
40.033,136.054
40.033,136.355
40.033,136.957
40.033,137.258
40.033,137.559
40.033,137.86
40.033,138.161
40.033,138.462
40.033,138.763
40.033,139.365
40.033,139.666
40.033,139.967
40.033,140.268
40.033,140.569
40.033,141.171
40.033,141.472
40.033,141.773
40.033,142.074
40.033,142.375
40.033,142.977
40.033,143.278
40.033,143.579
40.334,127.324
40.334,129.13
40.334,129.732
40.334,130.936
40.334,131.538
40.334,132.742
40.334,133.344
40.334,134.548
40.334,135.151
40.334,136.355
40.334,136.957
40.334,138.763
40.334,139.365
40.334,140.569
40.334,141.171
40.334,142.375
40.334,142.977
40.334,143.579
40.635,127.324
40.635,129.13
40.635,129.732
40.635,130.936
40.635,131.538
40.635,132.742
40.635,133.344
40.635,134.548
40.635,135.151
40.635,136.355
40.635,136.957
40.635,138.763
40.635,139.365
40.635,140.569
40.635,141.171
40.635,141.773
40.635,142.074
40.635,142.375
40.635,142.977
40.635,143.278
40.635,143.579
40.936,127.324
40.936,129.13
40.936,129.732
40.936,130.936
40.936,131.538
40.936,132.742
40.936,133.344
40.936,134.548
40.936,135.151
40.936,136.355
40.936,136.957
40.936,138.763
40.936,139.365
40.936,140.569
40.936,141.171
40.936,141.773
41.237,127.324
41.237,127.625
41.237,127.926
41.237,128.227
41.237,128.528
41.237,128.829
41.237,129.13
41.237,129.732
41.237,130.033
41.237,130.334
41.237,130.635
41.237,130.936
41.237,131.538
41.237,131.839
41.237,132.14
41.237,132.441
41.237,132.742
41.237,133.344
41.237,133.646
41.237,133.946
41.237,134.248
41.237,134.548
41.237,135.151
41.237,135.452
41.237,135.752
41.237,136.054
41.237,136.355
41.237,136.957
41.237,137.258
41.237,137.559
41.237,137.86
41.237,138.161
41.237,138.462
41.237,138.763
41.237,139.365
41.237,139.666
41.237,139.967
41.237,140.268
41.237,140.569
41.237,141.171
41.237,141.472
41.237,141.773
41.839,127.324
41.839,127.625
41.839,127.926
41.839,128.227
41.839,128.528
41.839,128.829
41.839,129.13
41.839,129.732
41.839,130.033
41.839,130.334
41.839,130.635
41.839,130.936
41.839,131.538
41.839,131.839
41.839,132.14
41.839,132.441
41.839,132.742
41.839,133.344
41.839,133.646
41.839,133.946
41.839,134.248
41.839,134.548
41.839,135.151
41.839,135.452
41.839,135.752
41.839,136.054
41.839,136.355
41.839,136.957
41.839,137.258
41.839,137.559
41.839,137.86
41.839,138.161
41.839,138.462
41.839,138.763
41.839,139.365
41.839,139.666
41.839,139.967
41.839,140.268
41.839,140.569
42.14,127.324
42.14,129.13
42.14,129.732
42.14,130.936
42.14,131.538
42.14,132.742
42.14,133.344
42.14,134.548
42.14,135.151
42.14,136.355
42.14,136.957
42.14,138.763
42.14,139.365
42.14,140.569
42.441,126.12
42.441,126.421
42.441,126.722
42.441,127.324
42.441,129.13
42.441,129.732
42.441,130.936
42.441,131.538
42.441,132.742
42.441,133.344
42.441,134.548
42.441,135.151
42.441,136.355
42.441,136.957
42.441,138.763
42.441,139.365
42.441,140.569
